Nama Makanan,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Alergi,Resep,Harga,Bahan Dasar
Sarden Telur Dadar,1 kaleng sarden kecil--2 siung bawang putih--4 butir telur (dikurangin atau di lebihkan juga boleh)--1/2 sachet bumbu penyedap masakan--5 buah cabe rawit (kalau suka pedas ditambah lebih endeees)--secukupnya Minyak goreng--,"kaleng, sarden, kecil, bawang, putih, telur, (dikurangin, atau, di, lebihkan, juga, boleh), /, sachet, bumbu, penyedap, masakan, cabe, rawit, (kalau, suka, pedas, ditambah, lebih, endeees)secukupnya, Minyak, goreng",200,15,10,10,halal,telur,"Buang air sardennya. Sisihkan.--Iris bawang dan cabe.--Kocok telur, masukkan bawang, cabe dan bumbu penyedap.--Lalu masukkan sardennya.--Kemudian panaskan teflon dengan secukupnya minyak. Jangan terlalu sedikit, jangan pula terlalu banyak.--Masukkan kocokkan telur dan sarden tadi--Biarkan matang, baru di balik.--Tunggu matang, baru diangkat.--Tadaaaaaa... Sarden Telur Dadar ready di santap.--Simple banget. Dan tahan lama loh ini --",Rp 14.000,"kaleng, sarden, kecil, bawang, putih, telur, (dikurangin, atau, di, lebihkan, juga, boleh), /, sachet, bumbu, penyedap, masakan, cabe, rawit, (kalau, suka, pedas, ditambah, lebih, endeees)secukupnya, Minyak, goreng"
Nasi Goreng Bakso Sosis Telor,secukupnya Nasi--2 buah Sosis--4 butir Bakso--2 Telur--Bumbu :--1 Cabe merah besar--3 Cabe keriting--5 Cabe rawit--4 Bawang merah--2 Bawang putih--Garam--Penyedap rasa ayam--,"Nasi, Sosis, Bakso, TelurBumbu, :, Cabe, merah, Cabe, keriting, Cabe, rawit, Bawang, merah, Bawang, putihGaramPenyedap, rasa, ayam",400,15,15,20,halal,telur,"Haluskan bahan bumbu. Saya ulek kasar--Goreng telur, sosis dan bakso sampai setengah kering--Masukan bumbu yang dihaluskan--Masukan nasi. Lalu tambahkan garam dan penyedap rasa. Koreksi rasa.--Sajikan bersama kerupuk--",Rp 12.000,"Nasi, Sosis, Bakso, TelurBumbu, :, Cabe, merah, Cabe, keriting, Cabe, rawit, Bawang, merah, Bawang, putihGaramPenyedap, rasa, ayam"
Perkedel kentang lapis telur,"3 buah kentang besar, kupas kulitnya, cuci Dan potong dadu--2 siung bawang putih--3 siung bawang merah--1/2 sendok teh biji pala bubuk--1 sendok teh Lada bubuk--secukupnya Garam--secukupnya Penyedap rasa sapi--1 butir telur ayam kocok lepas--1 batang daun bawang iris halus--1 batang daun seledri iris halus--secukupnya Minyak goreng--","kentang, besar,, kupas, kulitnya,, cuci, Dan, dadu, bawang, putih, bawang, merah, /, sendok, teh, biji, pala, bubuk, sendok, teh, Lada, bubuksecukupnya, Garamsecukupnya, Penyedap, rasa, sapi, telur, ayam, kocok, lepas, batang, daun, bawang, batang, daun, seledri, halussecukupnya, Minyak, goreng",200,8,10,15,halal,telur,"Panaskan minyak Dan Goreng kentang hingga matang. Angkat tiriskan--Goreng bawang putih Dan bawang merah hingga matang. Angkat Dan tiriskan--Haluskan bawang merah, bawang putih yang sudah digoreng bersama biji pala bubuk, Lada bubuk Dan garam.--Masukkan kentang yang sudah digoreng haluskan kembali bersama bumbu halusnya.--Jika sudah halus, uleni adonan kentangnya hingga merata dengan bumbunya--Koreksi rasa Dan tambahkan penyedap rasa, uleni kembali, masukkan daun bawang seledri yg sudah di iris tipis, uleni hingga rata--Pulung - pulung adonan perkedel hingga berbentuk bulat pipih. Hingga adonan habis.--Masukkan perkedel ke lemari pending in terlebih dahulu min. Setengah jam agar adonan padat--Panaskan minyak, Goreng perkedel dengan dicelupkan ke dalam telur yang sudah dikocok lepas.--Goreng perkedel hingga coklat ke emasan. Angkat Dan sajikan.--",Rp 6.000,"kentang, besar,, kupas, kulitnya,, cuci, Dan, dadu, bawang, putih, bawang, merah, /, sendok, teh, biji, pala, bubuk, sendok, teh, Lada, bubuksecukupnya, Garamsecukupnya, Penyedap, rasa, sapi, telur, ayam, kocok, lepas, batang, daun, bawang, batang, daun, seledri, halussecukupnya, Minyak, goreng"
Mie goreng telur keju,1 bungkus indomie goreng--1 buah telur--1 1/2 gelas belimbing air--100 gram keju--,"bungkus, indomie, goreng, telur, /, gelas, belimbing, air, gram, keju",400,15,15,40,halal,telur,"Panaskan air dalam panci.--Buka bumbu mie taro di piring kalo mau pedes tambahin cabe rawit gila (kalo saya pake saos)--Jika sudah mendidih air masukan mie masak hingga mendedek, tambahkan telur sambil di aduk"", masukan keju parut. Jika sudah matang taro di piring sajikan selagi hangat. Selamat mencoba--",Rp 8.000,"bungkus, indomie, goreng, telur, /, gelas, belimbing, air, gram, keju"
Steak ayam,300 gr dada ayam fillet--1 sdm air jeruk nipis--secukupnya garam--adonan basah--50 gr terigu--10 gr maizena--1/4 sdt merica--garam--secukupnya air--adonan kering--150 gr terigu--30 gr maizena--1/2 sdt merica bubuk--1/4 sdt kaldu jamur--secukupnya garam--secukupnya minyak goreng--bahan saus jamur--50 gr jamur tiram blender--3 bawang putih cincang halus--20 gr keju parut--1 sdm maizena cairkan dgn air--2 sdm saus tiram--1 sdm kecap manis--1/2 sdt merica halus--secukupnya garam & kaldu jamur--air--bahan pelengkap--buncis dan wortel di kukus--,"ayam, air, jeruk, nipissecukupnya, garamadonan, basah, terigu, maizena, /, mericagaramsecukupnya, airadonan, kering, terigu, maizena, /, merica, bubuk, /, kaldu, jamursecukupnya, garamsecukupnya, minyak, gorengbahan, saus, jamur, jamur, tiram, blender, bawang, putih, cincang, keju, parut, maizena, cairkan, dgn, air, saus, tiram, kecap, manis, /, merica, halussecukupnya, garam, &, kaldu, jamurairbahan, pelengkapbuncis, dan, wortel, di, kukus",200,25,10,5,halal,-,"Cuci bersih ayam, iris tipis melebar, rendam dgn garam dan air jeruk nipis 10 menit, cuci--Campur adonan kering, sisihkan--Campur adonan basah, sisihkan--Panaskan minyak goreng dgn api sedang, gulingkan ayam pada adonan kering, lalu celup ke adonan basah, gulingkan lg pada adonan kering, jgn di remas2, kibas2 daging ayam pada adonan kering, lalu goreng di minyak yg banyak dan panas, biarkan krispinya terbentuk dl, jgn di balik2 dl, setelah cukup kering br di balik, goreng smpe matang, tiriskan--Blender jamur tiram kasih air sedikit. tumis bawang putih yg di cincang halus, masukkan jamur yg di blender, masukkan bumbu2 yg lain sampai meresap, lalu tuang maizena yg sdh di cairkan dgn setengah gelas air, aduk2, masukkan keju parut, aduk sampai meletup2, tes rasa, klo sdh sesuai, angkat--Tata dlm piring, ayam goreng tepung dan sayur kukus, siram dgn saus jamur, taburi daun bawang atau parsley jk ada.--",Rp 45.000,"ayam, air, jeruk, nipissecukupnya, garamadonan, basah, terigu, maizena, /, mericagaramsecukupnya, airadonan, kering, terigu, maizena, /, merica, bubuk, /, kaldu, jamursecukupnya, garamsecukupnya, minyak, gorengbahan, saus, jamur, jamur, tiram, blender, bawang, putih, cincang, keju, parut, maizena, cairkan, dgn, air, saus, tiram, kecap, manis, /, merica, halussecukupnya, garam, &, kaldu, jamurairbahan, pelengkapbuncis, dan, wortel, di, kukus"
Pangsit rebus isi ayam simple,250 gr ayam giling atau ayam filet juga bisa--Kulit pangsit yang sudah jadi--2 siung bawang putih--1 btg daun bawang--1 sdm Merica bubuk--Penyedap rasa ayam--secukupnya Garam--Bahan kuah ::--secukupnya Air--secukupnya Garam--Penyedap rasa sapi--2 batang daun bawang--3 siung bawang putih--Merica bubuk--,"ayam, giling, atau, ayam, filet, juga, bisaKulit, pangsit, yang, sudah, jadi, bawang, putih, btg, daun, bawang, Merica, bubukPenyedap, rasa, ayamsecukupnya, GaramBahan, kuah, ::secukupnya, Airsecukupnya, GaramPenyedap, rasa, sapi, batang, daun, bawang, bawang, putihMerica, bubuk",300,25,15,10,halal,-,"Cuci bersih daging ayam giling atau filet. Haluskan bawang putih. Dan campurkan penyedap rasa, garam, merica bubuk, daun bawang ke adonan ayam giling. Aduk hingga rata dan tes rasa--Jika sudah rata, masukkan ke kulit pangsit bentuk2 sesuai selera. Didihkan air, beri sedikit minyak agar tidak lengket--Jika sudah mengambang, pangsit siap diangkat--Membuat kuah, didihkan air. Uleg kasar bawang putih. Dan masukkan garam secukupnya, penyedap rasa sapi, dan bawang putih yang telah di uleg kasar kedalam air mendidih--Tes rasa. Jika sudah pas, matikan kompor masukkan daun bawang dan siram ke pangsit yang sudah matang.--Note : jika ingin makan pangsit tersebut. jangan didihkan bersama kuah. tetapi kuah didihkan setelah itu siram saja ke pangsit. agar pangsit tidak lembek--",Rp.21.000,"ayam, giling, atau, ayam, filet, juga, bisaKulit, pangsit, yang, sudah, jadi, bawang, putih, btg, daun, bawang, Merica, bubukPenyedap, rasa, ayamsecukupnya, GaramBahan, kuah, ::secukupnya, Airsecukupnya, GaramPenyedap, rasa, sapi, batang, daun, bawang, bawang, putihMerica, bubuk"
Ayam goreng tulang lunak,1/2 kg ayam (dipotong sesuai selera jangan kecil2 ya)--2 batang serai (memarkan)--2 lembar daun jeruk--4 butir bawang putih (haluskan)--1 sdm ketumbar (haluskan)--3 ruas jari Laos (haluskan)--3 ruas jari kunyit (haluskan)--2 butir kemiri (haluskan)--secukupnya Garam--Secukupnya Air (tuk ukep ayam)--Secukupnya Minyak goreng--,"/, ayam, (dipotong, sesuai, selera, jangan, kecil, ya), batang, serai, (memarkan), lembar, daun, jeruk, bawang, putih, (haluskan), ketumbar, (haluskan), jari, Laos, (haluskan), jari, kunyit, (haluskan), kemiri, (haluskan)secukupnya, GaramSecukupnya, Air, (tuk, ukep, ayam)Secukupnya, Minyak, goreng",300,20,15,10,halal,-,"Haluskan bumbu2nya (BaPut, ketumbar, kemiri, kunyit, Laos, garam) hingga halus, sisihkan--Campur kan bumbu halus tadi dengan ayam yg sudah dicuci bersih dan sudah dipotong didalam panci presto. Uleni sampai tercampur rata.--Tambahkan air hingga ayam tenggelam semua. Masukkan serai dan daun jeruk nya kedalam rendaman ayam. Tutup panci presto rebus/ ukep presto sampai kurleb 45 menit. Dengan api sedang.--Setelah proses ukep presto selesai, tunggu suhu dingin ruang. Lalu goreng ayam dengan minyak goreng api sedang sampai ayam berwarna kecoklatan.--Matang dan sajikan ayam selagi hangat bersama nasi putih, sambal dgn perasan jeruk nipis, lalapan.--",Rp.13.000,"/, ayam, (dipotong, sesuai, selera, jangan, kecil, ya), batang, serai, (memarkan), lembar, daun, jeruk, bawang, putih, (haluskan), ketumbar, (haluskan), jari, Laos, (haluskan), jari, kunyit, (haluskan), kemiri, (haluskan)secukupnya, GaramSecukupnya, Air, (tuk, ukep, ayam)Secukupnya, Minyak, goreng"
Ayam cabai kawin,1/4 kg ayam--3 buah cabai hijau besar--7 buah cabai merah rawit--3 siung bawang putih--2 siung bawang merah--secukupnya Gula--secukupnya Garam--1/4 buah tomat merah--secukupnya Air--secukupnya Minyak goreng--,"/, ayam, cabai, hijau, cabai, merah, rawit, bawang, putih, bawang, merahsecukupnya, Gulasecukupnya, Garam, /, tomat, merahsecukupnya, Airsecukupnya, Minyak, goreng",350,20,15,10,halal,-,"Panaskan minyak di dalam wajan. Setelah minyak panas masukkan ayam yang sudah dipotong dadu. Goreng hingga matang. Lalu tiriskan.--Haluskan bawang putih, bawang merah, cabai hijau dan merah, tomat.--Panaskan minyak didalam wajan. Setelah minyak panas, masukkan bumbu yang sudah halus. Tunggu sampai wangi. Masukkan ayam yang sudah di goreng. Tambahkan air, gula dan garam. Tunggu sampai bumbu meresap di ayam. Sajikan.--",Rp.14.000,"/, ayam, cabai, hijau, cabai, merah, rawit, bawang, putih, bawang, merahsecukupnya, Gulasecukupnya, Garam, /, tomat, merahsecukupnya, Airsecukupnya, Minyak, goreng"
Minyak Ayam,"400 gr kulit ayam & lemaknya--8 siung bawang putih kating, cincang kasar--1 ruas jahe, geprek--350 ml minyak goreng--1 sdm ketumbar bubuk--","kulit, ayam, &, lemaknya, bawang, putih, kating,, cincang, kasar, jahe,, geprek, ml, minyak, goreng, ketumbar, bubuk",250,20,15,5,halal,-,"Cuci bersih kulit ayam. Sisihkan--Ambil 50 ml minyak goreng satu bahan yg sudah disiapkan tadi. Tumis jahe hingga harum.--Masukkan kulit ayam, ketumbar dan bawang. Biarkan hingga keluar minyak alaminya sambil diaduk-aduk.--Tambahkan sisa minyak goreng. Masak hingga kulit ayam mengering. Angkat dan saring.--Setelah cukup dingin minyak ayam tadi dapat disimpan dalam wadah kering seperti mason jar/botol. Kalo saya, saya masukkan juga sedikit bawang putih goreng.--Kulit ayam yg sudah digoreng kering tadi bisa dinikmati begitu saja sebagai camilan dengan ditaburi sejumput garam lalu aduk rata.--",Rp.21.004,"kulit, ayam, &, lemaknya, bawang, putih, kating,, cincang, kasar, jahe,, geprek, ml, minyak, goreng, ketumbar, bubuk"
Nasi Bakar Ayam,"1 piring nasi--¹/⁴ fillet ayam, potong kotak, cuci bersih--Daun pisang yang sudah dibersihkan--Lidi/tusuk gigi untuk mengapit daun--1 lbr daun salam--3 cm serai, memarkan--1 ikat daun kemangi, opsional--1 cabe merah besar, iris tipis--1 sdt kecap manis--Minyak untuk menumis--100 ml air--Bumbu Halus:--1 cabe merah besar--3 cabe kecil--2 siung bawang merah--1 siung bawang putih--1 kemiri--1 cm kunyit--¹/² ruas jahe--¹/⁴ tomat--1 sdt gula pasir--1 blok kaldu ayam (aku biasa pake maggy) pake royco, masako--Merica (dikira2 z takar nya, aku sdkit z sih)--","piring, nasi¹/⁴, ayam,, kotak,, cuci, bersihDaun, pisang, yang, sudah, dibersihkanLidi/tusuk, gigi, untuk, mengapit, daun, lbr, daun, salam, cm, serai,, memarkan, ikat, daun, kemangi,, opsional, cabe, merah, besar,, kecap, manisMinyak, untuk, menumis, ml, airBumbu, Halus:, cabe, merah, cabe, kecil, bawang, merah, bawang, putih, kemiri, cm, kunyit¹/², jahe¹/⁴, tomat, gula, pasir, blok, kaldu, ayam, (aku, biasa, pake, maggy), pake, royco,, masakoMerica, (dikira, z, takar, nya,, aku, sdkit, z, sih)",400,20,10,50,halal,-,"Tumis bumbu halus, masukkan daun salam, serai--Masukkan potongan ayam, kecap dan air, masak hingga air menyusut dan koreksi rasa--Masukkan irisan cabe merah dan daun kemangi, aduk sebentar dan matikan api--Tata daun pisang, tata nasi di atas daun, beri isian ayam atau bisa juga nasi di campur dan diaduk dulu dengan ayam baru di tata di daun Pisang, bunbu ayam akan lebih meresap k nasi--Setelah nasi di bungkus, barulah nasi di bakar, aku bakar pake teflon z br cepet 😀😀--Sajikan selagi hangat 👍👍endeusss--Note: Jangan membakar terlalu lama biar nasi ga kotor dari daun yg di bakar kering--",Rp.21.000,"piring, nasi¹/⁴, ayam,, kotak,, cuci, bersihDaun, pisang, yang, sudah, dibersihkanLidi/tusuk, gigi, untuk, mengapit, daun, lbr, daun, salam, cm, serai,, memarkan, ikat, daun, kemangi,, opsional, cabe, merah, besar,, kecap, manisMinyak, untuk, menumis, ml, airBumbu, Halus:, cabe, merah, cabe, kecil, bawang, merah, bawang, putih, kemiri, cm, kunyit¹/², jahe¹/⁴, tomat, gula, pasir, blok, kaldu, ayam, (aku, biasa, pake, maggy), pake, royco,, masakoMerica, (dikira, z, takar, nya,, aku, sdkit, z, sih)"
Ayam Saus Hintalu Jaruk,"1/2 Ekor ayam--2 Butir Hintalu Jaruk--1 Buah Cabe merah--1 Buah Cabe hijau--300 gr Tepung terigu--1 bks Merica bubuk--2 Siung Bawang putih--1 Buah jeruk nipis--secukupnya Minyak goreng untuk menumis dan menggoreng--secukupnya Gula, garam dan penyedap rasa--","/, ayam, Hintalu, Jaruk, Cabe, merah, Cabe, hijau, Tepung, terigu, bks, Merica, bubuk, Bawang, putih, jeruk, nipissecukupnya, Minyak, goreng, untuk, menumis, dan, menggorengsecukupnya, Gula,, garam, dan, penyedap, rasa",300,20,15,10,halal,telur,"Potong ayam menjadi kotak-kotak ukuran sedang cuci bersih kemudian lumuri perasan jeruk nipis, garam dan merica--Buat adonan tepung untuk melapisi ayam. Adonan A (Tepung terigu, garam, merica, penyedap dan air es) dan adonan B (Tepung terigu, garam, merica dan penyedap)--Masukan daging ayam kedalam adonan A kemudian lapisi dengan adonan B, setelah itu goreng daging kedalam minyak panas sampai berwarna kuning keemasan. Angkat tiriskan--Cincang bawang putih,iris seron cabe merah dan cabe hijau. Lumatkan kuning hintalu jaruk aka telur asin dengan air dingin sampai berbentuk pasta--Tumis bawang putih dan cabe sampai harum, kemudian tuangkan ayam dan pasta kuning telur.--Tambahkan gula, garam, penyedap dan merica secukupnya. Tes rasa dan masal hingga mengental--Angkat dan sajikan bersama nasi putih panas. Selamat mencoba--",Rp.15.000,"/, ayam, Hintalu, Jaruk, Cabe, merah, Cabe, hijau, Tepung, terigu, bks, Merica, bubuk, Bawang, putih, jeruk, nipissecukupnya, Minyak, goreng, untuk, menumis, dan, menggorengsecukupnya, Gula,, garam, dan, penyedap, rasa"
Ayam saos teriyaki Lada Hitam,Ayam bagian dada dan tulang--1 buah bawang bombay--2 siung bawang daun--4 siung bawang putih--1 buah cabe merah besar--1 buah cabe ijo besar--Bahan bumbu :--secukupnya Air--Mentega untuk menumis--1 bungkus saos teriyaki (2 sdm)--1 sdm gula pasir--1 bungkus royco ayam--Larutan meizena--,"Ayam, bagian, dan, tulang, bawang, bombay, bawang, daun, bawang, putih, cabe, merah, cabe, ijo, besarBahan, bumbu, :secukupnya, AirMentega, untuk, menumis, bungkus, saos, teriyaki, (, sdm), gula, pasir, bungkus, royco, ayamLarutan, meizena",300,10,10,30,halal,-,"Cara Buat :
1. Sediakan teplon or wajan beri sedikit minyak dan masukan bawang putih dan bawang bombay yang sudah di potong potong tumis sampai harum. Bisa juga sebelum dimasak ayamnya dibalurkan ke saos teriyaki dan diamkan selama 15 menit agar meresap--2. Masukan ayam oseng sampai agak mateng, baru masukan cabe ijo dan merah.
Beri sedikit air--3. Masukan bumbu royco ayan saos teriyaki, gula, dan bubuk lada hitam. Cicipin--4. Setelah mulai mateng masukan daun bawang jika ingin kental bisa masukan larutan meizena yak.--
Setelah masak siap disajikan dengan nasi angat.--",Rp.19.000,"Ayam, bagian, dan, tulang, bawang, bombay, bawang, daun, bawang, putih, cabe, merah, cabe, ijo, besarBahan, bumbu, :secukupnya, AirMentega, untuk, menumis, bungkus, saos, teriyaki, (, sdm), gula, pasir, bungkus, royco, ayamLarutan, meizena"
Ayam Saos Asam Manis Simple,1/4 kg Ayam bagian dada fillet (Potong dadu)--Secukupnya air jeruk nipis utk baluran--1 Bungkus tepung bumbu ayam instan uk besar + campur sedikit tepung terigu--3 Siung b.putih (iris tipis)--3 Siung b.merah (Iris tipis)--1 Buah b.bombay (Iris tipis)--1 Buah tomat uk besar (Haluskan)--3 sdm saos sambal--1 Sdm Saos tiram--Secukupnya Gula & garam--Secukupnya merica bubuk--,"/, Ayam, bagian, (Potong, dadu)Secukupnya, air, jeruk, nipis, utk, baluran, Bungkus, tepung, bumbu, ayam, instan, uk, +, campur, sedikit, tepung, terigu, b.putih, (iris, tipis), b.merah, (Iris, tipis), b.bombay, (Iris, tipis), tomat, uk, (Haluskan), saos, sambal, Saos, tiramSecukupnya, Gula, &, garamSecukupnya, merica, bubuk",300,20,10,30,halal,-,"Lumuri ayam yg sdh dipotong dadu dgn garam & perasan jeruk nipis (diamkan sebentar)--Baluri ayam dengan tepung basah, lanjutkan ke tepung kering, diamkan sebentar--Goreng ayam yg sdh dbaluri tepung sampai kering & matang, angkat tiriskan.--Membuat Saos Asam Manis : -Tumis b.merah & putih (sy suka klo bawang y agak kering)--Masukkan bawang bombay, tumis sebentar.--Masukkan tomat buah yg sdh dihaluskan tdi, tumis lagi pakai api sedang, tambahkan air secukupnya--Masukkan saos sambal, saos tiram, sedikit perasan jeruk nipis, gula, garam & merica (koreksi sampai rasanya terasa asam manis gurih segar)--Masukkan ayam yg sdh digoreng tdi kedalam saos asam manis, diamkan sebentar--Setelah ayam sdh cukup merasap dengan saos asam manisnya matikan api dan siap disajikan dengan nasi putih hangat--",Rp.14.000,"/, Ayam, bagian, (Potong, dadu)Secukupnya, air, jeruk, nipis, utk, baluran, Bungkus, tepung, bumbu, ayam, instan, uk, +, campur, sedikit, tepung, terigu, b.putih, (iris, tipis), b.merah, (Iris, tipis), b.bombay, (Iris, tipis), tomat, uk, (Haluskan), saos, sambal, Saos, tiramSecukupnya, Gula, &, garamSecukupnya, merica, bubuk"
Mie Ayam ,Bahan mie ayam :--1 kg tepung terigu proteiin tinggi--4 butir telur--3 sendok minyak goreng--Air--Secukupnyaa garam--Air untuk merebus mie :--secukupnya Air--Minyak goreng--Bumbu halus kuah ayam untuk mie ayam :--3 Dada ayam(potong kotak2 jngn terlalu besar)--5 siung bawang merah--5 siung bawang putih--4 buah kemiri--secukupnya Lada--Secukupnya ketumbar--Jahe--Lengkuas--2 lembar sereh--5 lembar daun jeruk--2 lembar daun salam--Kecap--Gula merah--Minyak untuk menumis--Bahan pelengkap :--Daun bawang--Sawi hijau--Bawang goreng(me gak pakai lupa)--Bahan sambal :--20 buah cabai rawit merah--Garam(agar tidak cepat bau asam)--Air untuk merebus--,"Bahan, mie, ayam, :, tepung, terigu, proteiin, tinggi, telur, sendok, minyak, gorengAirSecukupnyaa, garamAir, untuk, merebus, mie, :secukupnya, AirMinyak, gorengBumbu, kuah, ayam, untuk, mie, ayam, :, ayam(potong, kotak, jngn, terlalu, besar), bawang, merah, bawang, putih, kemirisecukupnya, LadaSecukupnya, ketumbarJaheLengkuas, lembar, sereh, lembar, daun, jeruk, lembar, daun, salamKecapGula, merahMinyak, untuk, menumisBahan, pelengkap, :Daun, bawangSawi, hijauBawang, goreng(me, gak, pakai, lupa)Bahan, sambal, :, cabai, rawit, merahGaram(agar, tidak, cepat, bau, asam)Air, untuk, merebus",400,20,10,50,halal,telur,"Kocok telur masukan garam n minyak goreng,aduk rata.masukan tepung terigu uleni pakai tangan sampai kalis(tidak menempel di tangan)diamkan 5 menit.--Bagi adonan menjadi beberapa untuk memudahkan menggilasnya nanti,pipihkn pakai tangan lalu giling pakai ketebalan 4 setalah itu giling lg pakai ketebalan 1(ketebelan selera ya kalau saya suka yg tipis),sebelum di giling ke cetakan mie beri taburan terigu di atas adonannya agar tidak menempel,lakukan sampai adonan habis.--Bagi mie menjadi beberapa porsi jngn lupa di beri taburan terigu ya agar tidak menempel.--Haluskan semua bumbu halus kecuali daun jeruk&salam.--Siapkan penggorengan beri minyak untuk menumis bumbu halus,masukan daun jeruk(sobek2)&daun salam,sereh geprek aja,tunggu sampai harum,lalu masukan ayam beri air(banyak boleh karna untuk kuahnya nanti)masukan kecap n gula merah,garam&penyedap test rasa.--Untuk sambal rebus cabai merah rawit kira2 5menit.--Siapkan panci beri air untuk merebus mie, masukan minyak goreng ke dalam air tujuaan untuk tidak menyatu.setelah mendidih masukan mie tunggu sampai mie naik ke atas barubdi angkat.--Siapkan mangkok beri garam n kuah ayam aduk2 mie baru di berikan bahan pelengkap.--Mie ayam homemade by suami siap di sajikan 😉😉😉😉--",Rp.16.000,"Bahan, mie, ayam, :, tepung, terigu, proteiin, tinggi, telur, sendok, minyak, gorengAirSecukupnyaa, garamAir, untuk, merebus, mie, :secukupnya, AirMinyak, gorengBumbu, kuah, ayam, untuk, mie, ayam, :, ayam(potong, kotak, jngn, terlalu, besar), bawang, merah, bawang, putih, kemirisecukupnya, LadaSecukupnya, ketumbarJaheLengkuas, lembar, sereh, lembar, daun, jeruk, lembar, daun, salamKecapGula, merahMinyak, untuk, menumisBahan, pelengkap, :Daun, bawangSawi, hijauBawang, goreng(me, gak, pakai, lupa)Bahan, sambal, :, cabai, rawit, merahGaram(agar, tidak, cepat, bau, asam)Air, untuk, merebus"
Ayam Bakar Pedas Manis Resep :Nila Sari,1/4 Ekor Ayam  Ukuran Jumbo--Bumbu :--5 Siung Bawang Merah--10 Buah Cabe (Optional)--1 Ruas Jahe--1 Ruas Kunyit--Secukupnya Lada Bubuk--Secukupnya Ketumbar--2 Lembar Daun Jeruk--3 Lembar Daun Salam--1 Batang Serai--4 Siung Bawah Putih--Secukupnya Kecap--Secukupnya Gula Merah--Secukupnya Minyak Goreng--Secukupnya Royco--Secukupnya Garam--1 Bungkus Santan Kara--,"/, Ayam, JumboBumbu, :, Bawang, Merah, Cabe, (Optional), Jahe, KunyitSecukupnya, Lada, BubukSecukupnya, Ketumbar, Lembar, Daun, Jeruk, Lembar, Daun, Salam, Batang, Serai, Bawah, PutihSecukupnya, KecapSecukupnya, Gula, MerahSecukupnya, Minyak, GorengSecukupnya, RoycoSecukupnya, Garam, Bungkus, Santan, Kara",300,20,10,30,halal,-,"Iris tipis bawang merah dan daun jeruk.--Haluskan cabe, bawang putih, lada, ketumbar, jahe dan kunyit.--Tumis bawang merah hingga wangi.--Masukan bumbu yang telah dihaluskan ke dalam tumisan bawang tumis semua hingga harum.--Masukan serai, daun jeruk dan daun salam masak sedikit tuang santan kara dan tambahkan air.--Kemudian masukan ayam taburi royco, lada dan garam aduk aduk tutup dan tunggu ayam empuk dan air mulai susut tes rasa.--Bakar ayam bisa menggunakan arang, teflon, atau batu bakar (saya memakai grill lebih praktis).--Selamat Mencoba.--",Rp.18.000,"/, Ayam, JumboBumbu, :, Bawang, Merah, Cabe, (Optional), Jahe, KunyitSecukupnya, Lada, BubukSecukupnya, Ketumbar, Lembar, Daun, Jeruk, Lembar, Daun, Salam, Batang, Serai, Bawah, PutihSecukupnya, KecapSecukupnya, Gula, MerahSecukupnya, Minyak, GorengSecukupnya, RoycoSecukupnya, Garam, Bungkus, Santan, Kara"
Semur Ayam Kentang Ala Mama Kirana,"1/4 Ekor ayam--Kentang--Bumbu Halus :--Bawang putih - bisa di sesuaikan sesuaikan--Bawang merah--Merica--Kemiri--Sedikit biji Pala--Cabai Merah kriting, bila suka pedas--Sedikit jahe--Rempah:--Daun salam--Lengkuas--Sereh--Kapulaga--Kulit manis--Irisan bawang bombay--Irisan tomat--Garam--Kecap manis--Sedikit penyedap rasa--Jeruk nipis untuk ayam--","/, ayamKentangBumbu, :Bawang, putih, -, bisa, di, sesuaikan, sesuaikanBawang, merahMericaKemiriSedikit, biji, PalaCabai, Merah, kriting,, bila, suka, pedasSedikit, jaheRempah:Daun, salamLengkuasSerehKapulagaKulit, manisIrisan, bawang, bombayIrisan, tomatGaramKecap, manisSedikit, penyedap, rasaJeruk, nipis, untuk, ayam",300,20,10,30,halal,-,Cuci bersih ayam lalu baluri dengan perasan jeruk nipis--Cuci lagi ayam dan baluri dengan garam lalu rebus sebentar lalu di goreng--Kentang saya goreng bisa di sesuaikan sesuai selera masing²--Tips goreng ayam agar hasil nya tdk keras : di goreng hanya sebentar--Tumis bawang bombay lalu masukan bumbu halus dan masukkan semua rempah + irisan tomat + kecap manis--Setelah bumbu harum masukkan air tunggu gingga mendidih--Tambahkan garam + penyedap rasa apabila kurang manis bisa ditambahkan kecap lagi--Setelah semua sudah sesuai dgn rasa masukkan kentang goreng + ayam goreng--Tunggu kuah hingga menyusut dan kiraa² 5 mnt angkat. Dan terakhir saya taburin bawang goreng bisa disesuaikan jg dgn selera masing². Selesai--,Rp.20.000,"/, ayamKentangBumbu, :Bawang, putih, -, bisa, di, sesuaikan, sesuaikanBawang, merahMericaKemiriSedikit, biji, PalaCabai, Merah, kriting,, bila, suka, pedasSedikit, jaheRempah:Daun, salamLengkuasSerehKapulagaKulit, manisIrisan, bawang, bombayIrisan, tomatGaramKecap, manisSedikit, penyedap, rasaJeruk, nipis, untuk, ayam"
